PLAYER;TEAM;DIV;POS;BORN;GP;MP;FIC;FIC/Gm;PIE;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%
Jaden Brown;Würzburg Baskets Akademie;B;Combo;2007;9;174.5;2.9;0.3;-0.4;5.4;14.2;0.4;4.3;1.9;2.4;17.3;46.7
Maximilian Bartylak;ROTH Energie BBA GIESSEN 46ers;A;Combo;2008;6;41.3;2.8;0.5;0.3;8.7;25.9;1.0;6.5;0.0;0.0;11.1;37.5
Ole Schwering;UBC Münster;A;Combo;2007;5;51.5;2.8;0.6;-0.3;9.8;29.3;1.3;4.4;1.0;0.0;10.7;37.2
Tarik Ouro-Djobo;TS Jahn München;B;Big;2007;5;36.2;2.8;0.6;-0.5;2.2;5.8;0.1;16.7;1.4;0.0;20.3;40.8
Jakub Sevcik;HAKRO Merlins Crailsheim;B;Wing;2007;1;37.3;2.6;2.6;4.8;3.4;9.7;0.8;2.7;4.3;0.0;35.8;38.5
Luke-Johan Kiraly;Basketball Löwen Erfurt;B;Wing;2007;10;131.0;2.5;0.3;0.0;2.3;5.4;0.2;5.2;0.7;0.0;16.7;42.5
Kevin Tobias;BBA Giants Kornwestheim;B;Combo;2006;5;32.5;2.5;0.5;0.1;8.4;27.0;0.7;5.8;4.9;0.0;9.2;37.5
Voloshkova Yehor;Sartorius Juniors;B;Wing;2006;1;5.0;2.5;2.5;2.6;0.0;0.0;0.0;43.9;0.0;0.0;18.2;50.0
Henri Hense;ratiopharm Ulm;B;Combo;2006;6;58.3;2.5;0.4;-0.1;10.1;29.9;1.0;1.8;4.1;0.0;14.8;40.0
Anton Kemmer;Alba Berlin;A;Forward;2008;1;8.3;2.5;2.5;2.0;10.3;31.3;0.0;13.0;5.8;0.0;15.9;33.3
Jonas Keil;HAKRO Merlins Crailsheim;B;Wing;2005;9;178.2;2.5;0.3;0.0;3.6;9.4;0.2;6.8;2.5;0.0;15.5;41.4
Tobias Kamp;Bayer Giants Leverkusen;A;Forward;2007;2;5.8;2.3;1.1;1.3;0.0;0.0;0.0;27.0;0.0;0.0;20.0;50.0
Niklas Schulz;Medipolis SC Jena;A;Combo;2005;7;31.8;2.3;0.3;-0.2;16.7;59.3;4.0;9.0;1.5;0.0;7.6;0.0
Semen Plachkov;BBA Hagen;B;Combo;2006;4;40.4;2.3;0.6;0.7;1.9;5.0;0.1;10.5;2.5;0.0;20.3;47.4
Maceo Gulich;BBA Hagen;B;Combo;2005;2;15.1;2.3;1.1;0.9;7.3;23.8;0.0;7.7;3.6;0.0;12.3;25.0
Erjon Panxhaj;VfL Kirchheim Knights;B;Forward;2006;8;38.1;2.3;0.3;0.3;3.0;8.2;0.3;5.6;0.0;0.0;13.3;56.8
Ben Rehkopp;Metropol Baskets Ruhr;B;Wing;2006;1;5.4;2.3;2.3;1.8;10.4;31.7;1.0;17.3;0.0;0.0;22.2;83.3
Felix Holzer;KICKZ IBAM;A;Point;2006;3;22.2;2.3;0.8;0.6;6.4;19.4;0.5;5.4;2.4;0.0;9.8;71.4
Leandro Santuario;Orange Academy;B;Point;2007;6;39.7;2.1;0.4;0.7;2.5;6.8;0.2;1.3;4.0;0.0;15.9;54.3
Lukas Ophelders;Metropol Baskets Ruhr;B;Point;2007;5;60.0;2.1;0.4;0.5;6.7;18.5;0.4;6.2;3.2;0.0;24.7;52.6
Robin Mingaz;BBA Hagen;B;Combo;2005;1;25.6;2.0;2.0;1.1;4.8;13.1;0.7;14.3;0.0;0.0;23.4;25.9
Maj Dolinsek;KICKZ IBAM;A;Forward;2006;2;22.3;2.0;1.0;0.5;4.2;12.3;1.0;12.0;0.0;0.0;16.0;36.8
Milan Scharf;RheinStars Köln;B;Wing;2008;2;20.4;2.0;1.0;0.0;10.2;37.0;1.3;12.9;0.0;4.9;24.5;28.6
Alfons Milatz;Niners Chemnitz Academy;A;Wing;2007;7;49.2;2.0;0.3;0.1;3.0;8.3;0.5;2.5;0.0;0.0;10.7;52.1
Karl Johan Vändra;ROTH Energie BBA GIESSEN 46ers;A;Combo;2006;3;63.5;2.0;0.7;0.7;2.0;5.5;0.3;9.8;1.7;0.0;26.4;38.9
#17Giessen;ROTH Energie BBA GIESSEN 46ers;A;Combo;1900;1;7.3;2.0;2.0;1.6;12.3;37.4;1.0;6.5;13.0;0.0;27.3;35.7
Marko Volf;FC Bayern München;A;Combo;2009;2;40.6;1.9;0.9;1.1;0.0;0.0;0.0;5.1;0.0;0.0;24.1;52.3
Dante Aruna;USC Heidelberg;B;Forward;2006;1;4.7;1.9;1.9;0.0;0.0;0.0;0.0;27.3;0.0;0.0;51.7;48.1
Noah Spindler;Niners Chemnitz Academy;A;Point;2007;1;12.0;1.8;1.8;2.3;0.0;0.0;0.0;5.8;4.2;0.0;15.0;37.5
Domenico-Germaine Hansmeier;Baskets Paderborn;A;Combo;2006;9;101.9;1.8;0.2;0.1;9.9;31.5;0.8;1.8;1.5;0.0;9.2;43.9
Anton Haverkamp;UBC Münster;A;Big;2006;2;6.0;1.8;0.9;0.7;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0
Vincent Willems;Berlin Braves Baskets;B;Big;2007;1;6.5;1.6;1.6;0.0;0.0;0.0;0.0;23.3;0.0;0.0;22.4;29.4
Noah Terence Stansbury Daleiden;Orange Academy;B;Forward;2008;1;16.2;1.6;1.6;1.8;3.2;8.6;0.5;5.0;0.0;0.0;30.1;47.9
Lars Kauffmann;Team Südhessen;B;Point;2005;6;29.2;1.5;0.3;0.4;6.4;17.5;1.0;1.8;1.6;0.0;15.6;38.9
Maurice Reiter;Alba Berlin;A;Forward;2006;6;32.0;1.5;0.3;0.4;3.2;8.2;0.3;8.8;0.0;3.0;15.9;37.5
Viktor Block;ART Giants Düsseldorf;B;Forward;2007;5;39.3;1.5;0.3;-0.1;0.0;0.0;0.0;11.3;1.3;0.0;18.8;44.8
Felix Egger;Bamberg freakcity academy;A;Wing;2008;2;8.7;1.5;0.8;0.0;19.8;83.3;1.0;6.0;0.0;9.2;4.8;0.0
Elias Bittel;Würzburg Baskets Akademie;B;Point;2007;10;164.3;1.4;0.1;-0.1;8.6;24.5;0.6;3.0;1.8;0.0;12.6;47.9
Ruben Köster;Baskets Juniors Oldenburg;A;Wing;2006;4;30.2;1.3;0.3;-0.7;2.0;5.2;0.3;13.4;1.7;0.0;25.3;32.1
Deniz Tasci;ratiopharm Ulm;B;Forward;2005;4;32.5;1.3;0.3;-1.7;8.1;24.1;0.4;17.1;1.5;0.0;9.3;19.2
Jordan Juel Lockhart;ROTH Energie BBA GIESSEN 46ers;A;Combo;2008;1;24.9;1.3;1.3;1.4;0.0;0.0;0.0;2.9;2.3;0.0;16.5;43.8
Enrico Wandt;Rostock Seawolves;B;Forward;2006;2;14.5;1.3;0.6;0.2;14.9;45.5;0.0;7.1;0.0;0.0;5.4;0.0
Jacques Achard;Medipolis SC Jena;A;Point;2005;1;5.2;1.3;1.3;1.7;0.0;0.0;0.0;0.0;0.0;0.0;40.2;50.0
Jeremiah Osei;Phoenix Hagen;B;Combo;2007;2;14.5;1.3;0.6;0.7;12.4;45.5;1.0;4.0;0.0;0.0;14.0;50.0
Piet Jaffke;Metropol Baskets Ruhr;B;Combo;2006;6;73.5;1.1;0.2;0.1;12.9;39.7;0.9;7.2;0.0;0.0;13.5;26.1
Maximilian Tobias Kokott;RheinStars Köln;B;Point;2005;2;11.0;1.1;0.6;0.9;0.0;0.0;0.0;0.0;5.2;0.0;14.7;62.5
Nikolaos Parasidis;BBA Hagen;B;Point;2006;3;22.5;1.0;0.3;0.4;4.5;13.9;1.0;0.0;2.5;0.0;13.9;41.7
Malik Karaboue;ART Giants Düsseldorf;B;Forward;2005;3;23.0;1.0;0.3;-0.2;0.0;0.0;0.0;17.8;4.9;0.0;12.4;33.3
Stefan Rankovic;Phoenix Hagen;B;Forward;2005;4;35.1;1.0;0.3;-0.3;4.1;10.4;0.4;11.3;1.3;0.0;21.5;37.9
Mattia Probst;Team Urspring;A;Combo;2005;1;7.7;1.0;1.0;-0.5;7.7;24.1;1.0;14.9;6.9;0.0;22.1;17.9
Matthes Weitkamp;Basketball Löwen Erfurt;B;Wing;2006;1;3.4;1.0;1.0;0.7;49.1;500.0;0.0;0.0;0.0;0.0;0.0;0.0
Maximilian Eichbaum;Bamberg freakcity academy;A;Wing;2007;3;38.2;1.0;0.3;-0.7;4.3;11.5;0.3;10.0;1.3;0.0;18.5;36.4
Tim Rothämel;Medipolis SC Jena;A;Point;2006;5;41.3;1.0;0.2;-0.4;8.1;24.0;0.6;7.1;2.4;0.0;15.5;47.6
Kaloyan Iskrenov Lozanov;Team Urspring;A;Combo;2007;9;53.3;1.0;0.1;-0.3;9.9;32.9;0.6;8.9;2.0;0.0;16.0;46.5
Berk Haktanir;TS Jahn München;B;Point;2005;2;14.4;1.0;0.5;0.0;4.7;13.9;1.0;0.0;11.1;0.0;22.1;25.0
Leander Werner;Niners Chemnitz Academy;A;Point;2006;1;28.3;0.8;0.8;0.0;5.2;16.3;1.0;0.0;4.0;0.0;10.2;41.7
Lukas Schütz;Porsche BBA Ludwigsburg;A;Wing;2007;8;67.0;0.8;0.1;-0.4;5.3;14.7;0.6;4.2;0.7;0.0;11.9;38.2
Justus Knapp;Würzburg Baskets Akademie;B;Wing;2005;5;32.2;0.8;0.2;-0.2;5.2;14.0;1.0;5.2;1.5;0.0;8.8;34.5
#1Towers;Hamburg Towers;A;Wing;1900;1;3.6;0.8;0.8;1.2;0.0;0.0;0.0;0.0;0.0;0.0;26.1;150.0
Elias Adeola;TS Jahn München;B;Wing;2006;2;9.5;0.8;0.4;-0.7;12.3;45.5;1.0;12.2;0.0;11.1;19.8;0.0
Henri Dinse;TG Hanau;B;Wing;2008;2;24.3;0.8;0.4;0.2;0.0;0.0;0.0;4.3;0.0;0.0;1.7;0.0
Nevio Kwasny;SG Junior Löwen Braunschweig;B;Wing;2006;5;41.5;0.6;0.1;0.4;0.0;0.0;0.0;5.5;0.0;0.0;13.1;43.3
Noah Kagiso Batsile;Eisbären Bremerhaven;A;Forward;2006;5;37.4;0.6;0.1;-0.7;5.9;15.7;0.5;6.0;0.0;4.3;13.5;44.9
Kilian Dück;FC Bayern München;A;Big;2008;2;14.5;0.6;0.3;-0.5;0.0;0.0;0.0;17.2;0.0;0.0;18.4;23.4
Namik Muratovic;FC Bayern München;A;Forward;2008;3;19.9;0.5;0.2;-0.5;10.2;31.3;0.5;11.4;2.5;0.0;6.3;0.0
Matteo Sattler;Bamberg freakcity academy;A;Wing;2005;1;10.9;0.5;0.5;0.9;0.0;0.0;0.0;0.0;0.0;0.0;9.2;50.0
Darren Maglocky;Eintracht Frankfurt;B;Wing;2007;5;36.0;0.5;0.1;-0.4;8.2;23.8;0.6;11.8;2.7;0.0;13.6;14.3
Aaron Duparrè;Basketball Löwen Erfurt;B;Wing;2007;2;16.6;0.5;0.3;-0.2;0.0;0.0;0.0;14.3;0.0;0.0;11.2;13.2
Sami Lemjimer;Metropol Baskets Ruhr;B;Point;2006;1;7.4;0.3;0.3;-1.0;19.9;87.0;0.0;0.0;0.0;0.0;4.5;62.5
Niklas Zwanziger;Bamberg freakcity academy;A;Forward;2007;4;31.0;0.3;0.1;-1.1;15.1;54.1;0.0;9.8;0.0;0.0;7.0;10.4
#7Tornados;Tornados Franken;B;Wing;1900;1;16.9;0.3;0.3;-0.4;9.4;27.0;0.5;8.4;0.0;0.0;16.0;50.0
Anton Papenbreer;Basketball Löwen Erfurt;B;Forward;2006;4;41.5;0.3;0.1;0.1;0.0;0.0;0.0;5.6;0.0;0.0;6.7;66.7
Julius Lehmann;Niners Chemnitz Academy;A;Wing;2007;1;15.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0;3.7;0.0;3.3;0.0
Ben Hebling;KICKZ IBAM;A;Combo;2007;4;18.7;0.3;0.1;-0.1;4.3;12.2;0.3;8.9;5.6;0.0;18.9;20.0
Max Riedel;Alba Berlin;A;Combo;2006;5;42.9;0.0;0.0;0.3;1.9;4.7;0.3;6.2;2.3;0.0;20.6;32.7
Noah Asamoah;Alba Berlin;A;Point;2006;1;7.4;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;6.3;0.0
Seny Thiaw;Bayer Giants Leverkusen;A;Forward;2006;1;2.3;0.0;0.0;-1.3;0.0;0.0;0.0;53.5;0.0;0.0;30.8;0.0
Lars Schröder;Baskets Juniors Oldenburg;A;Combo;2007;2;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nikola Pecanac;FC Bayern München;A;Wing;2009;1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Luca Barthel;Würzburg Baskets Akademie;B;Point;2008;1;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Eric Akem;Phoenix Hagen;B;Wing;2007;2;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
#4Bremerhaven;Eisbären Bremerhaven;A;Wing;1900;1;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Bastian Nückel;Bamberg freakcity academy;A;Combo;2006;6;81.6;0.0;0.0;-0.2;5.2;14.6;0.5;1.3;0.6;0.0;10.5;50.0
Armin Nahreyni;Bayer Giants Leverkusen;A;Combo;2006;1;11.2;0.0;0.0;0.0;0.0;0.0;0.0;12.9;3.9;0.0;18.5;20.0
Iven Mestrovic;TG Hanau;B;Forward;2007;5;66.6;0.0;0.0;-0.2;0.0;0.0;0.0;6.5;0.7;1.2;12.3;33.3
Jonathan Deutsch;Niners Chemnitz Academy;A;Combo;2007;1;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Henry Hollander;Eisbären Bremerhaven;A;Point;2005;1;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tim Heineke;USC Heidelberg;B;Combo;2006;4;27.3;-0.3;-0.1;-0.6;7.7;21.4;0.7;7.8;1.8;0.0;13.5;17.2
René Uhlmann;Metropol Baskets Ruhr;B;Forward;2005;1;4.1;-0.3;-0.3;-1.3;0.0;0.0;0.0;13.1;0.0;0.0;9.3;0.0
Vaclav Nosek;Team Urspring;A;Wing;2008;1;1.8;-0.3;-0.3;-1.3;0.0;0.0;0.0;0.0;26.5;0.0;23.3;0.0
Thorge Hunsche;RheinStars Köln;B;Combo;2006;3;20.6;-0.5;-0.2;-1.2;7.1;21.6;0.7;0.0;2.6;4.8;18.1;37.0
Schilo Kabongo;Bayer Giants Leverkusen;A;Combo;2006;2;19.5;-0.5;-0.3;-1.2;0.0;0.0;0.0;11.2;5.1;0.0;14.9;20.0
Jericho Richter;Eisbären Bremerhaven;A;Combo;2006;8;105.1;-0.5;-0.1;0.1;4.6;11.9;0.2;6.3;2.2;0.0;13.0;44.1
Henning Rosemeyer;Young Rasta Dragons;A;Big;2007;1;7.2;-0.5;-0.5;-2.3;13.6;45.5;1.0;13.8;0.0;0.0;11.5;0.0
Kalender Kalender;SG Junior Löwen Braunschweig;B;Point;2007;5;14.8;-0.5;-0.1;-0.2;8.3;23.8;0.3;3.7;6.5;0.0;10.9;0.0
Dennis Welther;BBA Giants Kornwestheim;B;Point;2007;3;32.3;-0.5;-0.2;-0.8;17.0;69.0;2.0;2.1;0.0;0.0;6.6;0.0
Bar Amiel;Bamberg freakcity academy;A;Combo;2007;9;117.2;-0.5;-0.1;0.1;1.3;3.5;0.1;2.4;1.3;0.0;21.7;49.0
Tim Kati;ART Giants Düsseldorf;B;Forward;2005;8;73.6;-0.6;-0.1;-1.2;1.1;2.9;0.1;10.5;1.4;3.6;20.9;40.6
Julius Kessler;ART Giants Düsseldorf;B;Forward;2005;8;51.5;-0.6;-0.1;-0.4;1.9;5.1;0.2;5.8;0.0;3.4;16.8;38.2
Noah Dapaah;Tornados Franken;B;Combo;2007;5;31.1;-0.8;-0.2;-1.4;10.9;34.0;2.0;5.1;1.6;2.9;14.1;17.0
Laurens Rieping;UBC Münster;A;Combo;2007;4;24.5;-0.8;-0.2;-0.4;3.4;8.9;0.5;2.1;2.0;0.0;19.3;27.8
Ikechukwu Nicodemus Onyekwere;KICKZ IBAM;A;Big;2006;1;0.2;-0.8;-0.8;-3.4;0.0;0.0;0.0;1219.5;0.0;0.0;1795.9;22.1
Ben Reinhardt;Medipolis SC Jena;A;Point;2007;1;8.6;-0.8;-0.8;-1.4;9.3;31.3;0.5;7.6;0.0;0.0;16.0;0.0
Amos Bayekula Zikengi;Phoenix Hagen;B;Point;2006;3;60.0;-0.8;-0.3;-1.0;7.1;21.3;0.7;2.0;0.0;1.3;14.2;45.8
#8Köln;RheinStars Köln;B;Wing;1900;1;2.3;-0.8;-0.8;-1.2;0.0;0.0;0.0;0.0;0.0;0.0;17.2;0.0
Felix Bolkart;ratiopharm Ulm;B;Combo;2006;5;68.3;-0.9;-0.2;-1.8;3.0;8.1;0.4;3.2;5.2;0.0;14.6;32.3
Maximilian Streich;ART Giants Düsseldorf;B;Combo;2006;2;2.7;-1.0;-0.5;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0
Mihailo Drinic;Tornados Franken;B;Point;2006;7;85.4;-1.3;-0.2;-0.5;6.8;19.2;0.7;1.9;1.2;0.0;14.4;38.1
Malik Linne;Berlin Braves Baskets;B;Forward;2007;1;5.9;-1.3;-1.3;-2.9;0.0;0.0;0.0;13.8;0.0;0.0;27.5;10.4
Jules Victor Apollon Galvani;Hamburg Towers;A;Forward;2006;4;52.0;-1.3;-0.3;-2.5;0.0;0.0;0.0;6.5;0.0;2.2;8.2;40.8
Jan Pötzsch;Team Südhessen;B;Forward;2005;7;43.5;-1.3;-0.2;-0.6;0.0;0.0;0.0;5.2;2.2;0.0;3.9;0.0
Vuk Scepanovic;Team Bonn/Rhöndorf;B;Combo;2007;5;62.1;-1.5;-0.3;-1.3;1.2;3.0;0.2;5.1;3.8;0.0;21.2;35.2
Thai Bui;Niners Chemnitz Academy;A;Point;2007;2;10.7;-1.5;-0.8;-1.0;7.5;23.8;0.5;0.0;0.0;0.0;17.8;50.0
Martin Kalu;FC Bayern München;A;Wing;2005;2;56.4;-1.5;-0.8;-0.8;4.0;10.4;0.4;12.3;0.9;0.0;29.3;31.9
Lukas Probst;Medipolis SC Jena;A;Big;2006;4;21.5;-1.5;-0.4;-1.6;0.0;0.0;0.0;10.7;6.5;9.9;14.1;13.9
Jarno Wallrafen;UBC Münster;A;Forward;2005;2;8.4;-1.5;-0.8;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;20.8;50.0
Clemens Bialas;Baskets Paderborn;A;Combo;2008;4;50.5;-1.5;-0.4;-0.8;6.7;19.3;0.5;8.7;2.0;0.0;26.6;32.6
Aaron Rehberger;Young Rasta Dragons;A;Point;2007;1;7.5;-1.5;-1.5;-1.7;0.0;0.0;0.0;7.7;0.0;0.0;11.0;0.0
Gido Nanninga;Baskets Juniors Oldenburg;A;Forward;2006;6;36.2;-1.5;-0.3;-1.3;3.4;9.4;0.5;16.5;4.3;0.0;25.6;17.9
Christian Junior Kamdom Ngayoumnou;RheinStars Köln;B;Combo;2005;1;9.5;-1.5;-1.5;-4.5;4.8;14.0;0.5;10.5;0.0;0.0;31.9;20.8
#5 Bamberg;Bamberg freakcity academy;A;Combo;1900;1;22.9;-1.5;-1.5;-2.5;16.8;65.2;1.5;0.0;0.0;0.0;8.3;0.0
Fabian Kayser;Baskets Paderborn;A;Combo;2009;2;21.4;-1.6;-0.8;-1.2;6.2;15.6;0.5;2.5;0.0;0.0;21.6;48.8
Roman Geyer;Tornados Franken;B;Combo;2007;1;6.0;-1.8;-1.8;-3.8;0.0;0.0;0.0;16.8;0.0;0.0;39.5;27.8
Matteo Schultz;Medipolis SC Jena;A;Point;2007;1;10.5;-1.8;-1.8;-3.7;0.0;0.0;0.0;0.0;0.0;0.0;22.0;41.7
Fabian Schwarz;VfL Kirchheim Knights;B;Point;2006;8;35.3;-1.8;-0.2;-0.9;5.7;17.0;0.8;1.7;4.6;0.0;27.4;32.4
Noah-Su Drisch;Metropol Baskets Ruhr;B;Point;2007;3;17.5;-2.0;-0.7;-1.2;0.0;0.0;0.0;0.0;2.7;0.0;4.7;0.0
Milan Barukcic;Tornados Franken;B;Forward;2007;2;12.3;-2.0;-1.0;-1.7;0.0;0.0;0.0;11.9;0.0;0.0;19.1;13.2
Anton Beuermann;ART Giants Düsseldorf;B;Wing;2006;5;32.8;-2.0;-0.4;-0.6;4.2;12.3;0.3;3.9;1.6;0.0;10.8;39.5
Ehiozogie Idemudia;Eintracht Frankfurt;B;Wing;2007;2;14.2;-2.0;-1.0;-1.5;0.0;0.0;0.0;0.0;3.5;0.0;11.2;0.0
Moritz Renner;KICKZ IBAM;A;Combo;2007;3;20.2;-2.3;-0.8;-1.9;0.0;0.0;0.0;5.0;0.0;0.0;12.4;20.0
Finn Kolschmann;Dresden Titans;B;Wing;2007;2;11.2;-2.3;-1.1;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;11.6;0.0
Romeo Akue-Dovi;SG Junior Löwen Braunschweig;B;Forward;2006;8;112.8;-2.4;-0.3;-0.7;1.1;2.6;0.1;7.5;1.3;0.8;13.8;40.3
David Sann;ROTH Energie BBA GIESSEN 46ers;A;Combo;2005;11;264.5;-2.4;-0.2;-1.1;5.3;14.6;0.7;2.4;1.3;0.0;22.1;41.5
Sheriff-Mustapha Jameh;Eisbären Bremerhaven;A;Point;2006;2;5.2;-2.5;-1.3;-1.6;0.0;0.0;0.0;0.0;0.0;0.0;17.1;0.0
Niklas Patrice Kaintoch;Metropol Baskets Ruhr;B;Combo;2006;1;4.8;-2.5;-2.5;-2.9;11.5;31.3;0.5;11.3;0.0;0.0;24.8;0.0
#9Alba;Alba Berlin;A;Wing;1900;1;9.3;-2.5;-2.5;-3.2;0.0;0.0;0.0;5.2;0.0;0.0;24.4;38.5
Leon Martinez;KICKZ IBAM;A;Point;2005;2;20.1;-2.6;-1.3;-2.6;9.1;27.2;0.3;2.4;2.5;0.0;7.0;0.0
Oskar Sandmann;Dresden Titans;B;Wing;2006;10;209.5;-2.6;-0.3;-2.1;1.9;5.1;0.2;6.0;2.4;0.4;16.0;30.8
Tim Sauer;Bamberg freakcity academy;A;Forward;2005;3;27.1;-2.6;-0.9;-2.2;0.0;0.0;0.0;12.7;1.9;0.0;11.9;23.8
Niko Kaps;VfL Kirchheim Knights;B;Wing;2006;5;29.7;-2.8;-0.6;-1.3;2.7;7.6;0.3;11.1;1.8;0.0;18.5;15.0
Max Kleina;Metropol Baskets Ruhr;B;Wing;2005;1;5.9;-2.8;-2.8;-3.0;10.4;31.3;0.5;0.0;0.0;0.0;18.5;0.0
Leon Schneider;Bamberg freakcity academy;A;Forward;2007;2;12.1;-2.8;-1.4;-2.4;0.0;0.0;0.0;9.8;0.0;0.0;15.1;0.0
Robin Kurr;FC Bayern München;A;Point;2007;3;36.8;-2.8;-0.9;-1.4;5.1;13.9;0.2;1.5;4.0;0.0;7.9;0.0
Christopher Wahren;Niners Chemnitz Academy;A;Forward;2007;5;19.3;-2.8;-0.6;-1.4;0.0;0.0;0.0;9.3;0.0;4.4;18.4;0.0
Daniel Christian Selck;Hamburg Towers;A;Forward;2007;3;11.4;-2.8;-0.9;-2.2;0.0;0.0;0.0;4.8;0.0;0.0;7.3;0.0
Leander Klugmann;Orange Academy;B;Combo;2007;4;37.9;-3.3;-0.8;-1.3;4.7;13.9;0.3;0.0;0.0;0.0;8.2;50.0
Nils Hensel;Team Südhessen;B;Wing;2006;3;47.6;-3.3;-1.1;-2.4;2.4;6.2;0.3;6.4;2.1;0.0;27.4;30.7
Jonatan Kunze;Niners Chemnitz Academy;A;Combo;2005;7;48.7;-3.3;-0.5;-1.1;3.5;9.8;0.5;2.5;1.1;0.0;9.1;31.3
Kilian Walter;Bamberg freakcity academy;A;Point;2007;4;34.5;-3.4;-0.8;-1.3;5.6;15.5;0.4;5.0;0.0;0.0;15.8;27.0
Christos Valentin Braun;Würzburg Baskets Akademie;B;Point;2007;9;62.3;-3.5;-0.4;-0.7;9.0;26.4;0.5;5.4;3.1;0.0;11.9;14.7
#10 Giessen;ROTH Energie BBA GIESSEN 46ers;A;Wing;1900;1;18.7;-3.5;-3.5;-5.1;4.8;11.5;0.3;5.0;0.0;0.0;35.9;40.8
Liam Gföllner;Alba Berlin;A;Combo;2007;7;90.0;-3.8;-0.5;-0.9;5.7;14.6;0.4;6.7;1.0;0.0;20.1;38.7
David Galusic;FC Bayern München;A;Wing;2007;3;10.2;-4.0;-1.3;-1.9;0.0;0.0;0.0;10.8;0.0;0.0;23.1;0.0
Jonte Elias Heßling;Eisbären Bremerhaven;A;Point;2006;2;48.7;-4.0;-2.0;-3.2;1.9;4.7;0.1;3.5;3.9;0.0;18.8;37.7
Simon Oberstadt;Berlin Braves Baskets;B;Combo;2006;8;74.6;-4.3;-0.5;-0.8;1.3;3.3;0.2;0.7;3.3;0.0;17.1;31.3
Hafiz Esad Zor;Orange Academy;B;Forward;2007;5;29.7;-4.3;-0.9;-1.7;0.0;0.0;0.0;3.4;0.0;0.0;7.4;0.0
Dominik Kostic;BBA Giants Kornwestheim;B;Wing;2005;8;113.7;-4.5;-0.6;-2.1;2.7;7.4;0.2;7.4;4.1;0.8;19.8;25.4
Aron Kretschmann;Rostock Seawolves;B;Wing;2007;9;178.8;-4.6;-0.5;-1.0;2.1;5.1;0.2;5.3;1.3;0.5;22.4;42.2
Mio Pablo Philipp;HAKRO Merlins Crailsheim;B;Combo;2007;6;84.1;-4.8;-0.8;-1.6;10.0;31.3;0.7;2.7;1.2;0.0;8.3;0.0
Roberts Spikis;Basketball Löwen Erfurt;B;Forward;2006;4;74.2;-5.0;-1.3;-2.8;0.0;0.0;0.0;4.8;1.2;1.0;15.7;30.5
Ben Longerich;BBA Hagen;B;Combo;2006;7;146.2;-5.3;-0.8;-2.3;3.7;9.8;0.5;5.4;1.0;0.0;16.9;23.7
Emanuel Alexander Layes;Orange Academy;B;Wing;2007;5;46.1;-5.5;-1.1;-2.1;4.9;13.9;0.5;3.5;0.0;0.0;6.6;0.0
Julian Eugene Glenewinkel;FC Bayern München;A;Wing;2007;2;19.2;-5.5;-2.8;-4.2;0.0;0.0;0.0;5.6;0.0;0.0;14.5;0.0
Michael Zolotko;Dresden Titans;B;Wing;2007;6;29.4;-7.0;-1.2;-2.2;0.0;0.0;0.0;6.1;1.7;6.2;19.2;20.8
Gerry Schuder Minden;BBA Giants Kornwestheim;B;Combo;2007;5;37.4;-7.0;-1.4;-3.0;3.4;9.3;0.3;4.9;2.8;0.0;23.7;25.0
Frederik Selzer;Bayer Giants Leverkusen;A;Forward;2006;7;50.1;-7.4;-1.1;-2.2;0.0;0.0;0.0;9.5;0.9;1.9;14.0;24.4
Emre Gülseckin;SG Junior Löwen Braunschweig;B;Point;2005;7;150.2;-8.0;-1.1;-3.2;6.4;19.0;0.7;3.8;3.4;0.7;19.1;30.1
Viktor Vaskovskyi;Team Südhessen;B;Combo;2005;7;39.3;-9.0;-1.3;-2.3;3.3;8.6;0.2;4.3;1.2;0.0;24.2;24.2
Noah Liem;UBC Münster;A;Point;2006;11;65.4;-10.5;-1.0;-1.4;6.2;17.1;0.4;1.7;4.5;0.0;21.7;23.0
Benedikt Lediger;Würzburg Baskets Akademie;B;Combo;2007;8;75.3;-11.0;-1.4;-2.6;7.2;20.0;0.4;6.0;1.3;0.0;15.7;34.7
